step,reward_mean,reward_std,kl,loss,n_scored,eval_reward,elapsed_s
949,6.0240,7.0183,0.03844,-0.0217,64,,16802
950,9.4659,7.5382,0.05590,-0.0237,64,1.1960,16834
951,6.6271,7.2974,0.07216,-0.0347,64,,16853
952,7.8712,6.1806,0.05331,-0.0206,64,,16871
953,11.5099,8.1625,0.06459,-0.0054,64,,16888
954,8.3877,6.1512,0.05862,0.0471,64,,16905
955,5.5859,5.2408,0.05619,-0.0331,64,,16923
956,4.2151,3.2987,0.07238,-0.0180,64,,16943
957,7.8072,7.7604,0.05106,-0.0258,64,,16961
958,4.4127,6.3028,0.06268,-0.0054,64,,16980
959,14.2709,6.1476,0.06301,-0.0195,64,,16997
960,8.9527,5.8409,0.05082,-0.0262,64,,17015
961,6.2541,8.4233,0.05769,-0.0098,64,,17032
962,8.4235,4.2693,0.04579,-0.0300,64,,17049
963,5.6919,5.3170,0.04147,-0.0004,64,,17067
964,6.6890,7.5833,0.04447,-0.0284,64,,17085
965,7.3768,7.4907,0.07801,-0.0232,64,,17102
966,8.5387,7.0762,0.04678,-0.0284,64,,17119
967,8.2660,9.3285,0.05155,0.0145,64,,17137
968,1.1953,5.3444,0.04363,0.0118,64,,17155
969,5.6566,6.5299,0.06976,-0.0009,64,,17172
970,5.2043,5.9262,0.07745,-0.0142,64,,17190
971,9.9294,5.9374,0.05337,-0.0222,64,,17207
972,10.2181,5.9408,0.04481,-0.0289,64,,17225
973,10.4200,4.3814,0.06040,-0.0425,64,,17242
974,7.5203,6.0655,0.07163,-0.0144,64,,17259
975,5.4868,7.3697,0.05818,-0.0292,64,1.1075,17292
976,8.6870,4.7722,0.08095,-0.0405,64,,17310
977,7.9667,8.5517,0.05676,-0.0331,64,,17328
978,6.0590,7.4160,0.05541,-0.0201,64,,17346
979,3.6848,6.1058,0.06176,-0.0068,64,,17364
980,7.1355,6.8744,0.07798,-0.0355,64,,17384
981,9.8450,5.2861,0.08108,-0.0409,64,,17401
982,4.2306,7.2445,0.04639,0.0150,64,,17419
983,6.3945,8.6596,0.03962,-0.0378,64,,17437
984,5.9264,7.0783,0.05707,-0.0169,64,,17455
985,4.4832,3.7082,0.05937,-0.0148,64,,17472
986,8.8910,4.9131,0.06970,-0.0165,64,,17491
987,4.3503,6.7020,0.05640,-0.0280,64,,17509
988,6.5724,6.5341,0.05890,-0.0359,64,,17527
989,8.0865,8.2788,0.03986,-0.0250,64,,17545
990,6.3502,5.7005,0.06948,-0.0525,64,,17563
991,8.7906,6.2269,0.04840,-0.0091,64,,17583
992,2.6447,6.2525,0.06389,-0.0241,64,,17602
993,8.1872,6.4076,0.06275,-0.0381,64,,17621
994,4.0711,4.2018,0.07463,-0.0460,64,,17640
995,8.7122,6.2533,0.05058,-0.0082,64,,17658
996,6.2652,2.4102,0.04663,-0.0204,64,,17677
997,10.3919,5.0873,0.07370,-0.0167,64,,17696
998,4.1293,5.1821,0.04071,0.0071,64,,17714
999,6.7913,7.9239,0.05797,-0.0605,64,,17733
1000,7.1908,5.3773,0.04087,-0.0244,64,0.7808,17766
